COD_INMUEBLE,NOM_SUCURSAL,NOM_BARRIO,NOM_CIUDAD,ESTRATO,TIPO_INMUEBLE,AREA,VLR_CANON,VLR_ADMINISTRACION,FECHA_CONSIGNACION,FECHA_RECONSIGNACION,FECHA_CONTRATO,COD_ESTADO_CONTRATO
179,BARRANCABERMEJA,INSCREDIAL,BARRANCABERMEJA,CUATRO,APARTAMENTO,89,700000,0,'31/10/2018',,'05/07/2019',INACTIVO
180,BARRANCABERMEJA,VERSALLES,BARRANCABERMEJA,DOS,LOCAL,20,589050,0,'10/11/2018',,'15/11/2018',VIGENTE
181,BARRANCABERMEJA,LOS PINOS,BARRANCABERMEJA,CUATRO,LOCAL,30,535500,0,'19/12/2018',,'27/12/2018',VIGENTE
182,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SEIS,LOCAL,18,18402115,5116724,'22/12/2018',,'16/12/2018',VIGENTE
183,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,SEIS,CASA,85,4637907,0,'28/12/2018',,'01/01/2018',VIGENTE
184,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,97,1000000,292000,'12/12/2018',,'29/10/2020',VIGENTE
185,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,98,1000000,292000,'12/12/2018',,'28/09/2019',INACTIVO
186,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,50,951285,292000,'12/12/2018',,'04/11/2018',INACTIVO
187,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CUATRO,APARTAMENTO,51,835040,275000,'12/12/2018',,'24/08/2017',VIGENTE
188,BARRANCABERMEJA,LA CAMPANA,BARRANCABERMEJA,SEIS,LOCAL,11,2662000,0,'12/12/2018',,'12/09/2017',VIGENTE
189,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,41,1349400,0,'29/12/2018',,'27/02/2019',VIGENTE
190,BARRANCABERMEJA,LA LIBERTAD,BARRANCABERMEJA,SIN ASIGNAR,CASA,24,944580,0,'30/11/2018',,'01/01/2019',VIGENTE
191,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,75,572700,127300,'30/11/2018',,'22/02/2020',INACTIVO
192,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,CASA,97,410600,127300,'30/11/2018',,'21/12/2018',INACTIVO
193,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,CUATRO,CASA,57,550293,0,'02/08/2018',,'11/08/2018',INACTIVO
194,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,69,845280,307440,'03/08/2018',,'04/08/2018',VIGENTE
195,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,SEIS,CASA,69,3700000,0,'30/08/2018',,'20/06/2011',VIGENTE
196,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,CUATRO,APARTAMENTO,25,1547700,0,'30/08/2018',,'30/05/2009',VIGENTE
197,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,SEIS,APARTAMENTO,59,8363100,0,'30/08/2018',,'20/06/2012',VIGENTE
198,BARRANCABERMEJA,GALAN,BARRANCABERMEJA,SEIS,LOCAL,11,5421920,1193024,'30/08/2018',,'10/12/2013',VIGENTE
199,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,SIN ASIGNAR,APARTAMENTO,39,6742016,0,'30/08/2018',,'01/03/2020',VIGENTE
200,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,SIN ASIGNAR,CASA,76,6742016,0,'30/08/2018',,'01/03/2020',INACTIVO
201,BARRANCABERMEJA,SUBA,BOGOTA- D.C.,SEIS,CASA,40,11148130,0,'30/08/2018',,'01/01/2016',VIGENTE
202,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CUATRO,CASA,87,1301270,364802,'30/08/2018',,'01/04/2016',VIGENTE
203,BARRANCABERMEJA,LAS MARGARITAS,BARRANCABERMEJA,TRES,LOCAL,18,619080,0,'31/08/2018',,'08/06/2016',VIGENTE
204,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,APARTAMENTO,32,3600000,0,'31/08/2018',,'01/11/2020',VIGENTE
205,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,TRES,LOCAL,25,3570730,0,'31/08/2018',,'01/02/2017',INACTIVO
206,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,TRES,APARTAMENTO,32,589050,0,'31/08/2018',,'01/02/2017',VIGENTE
207,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,APARTAMENTO,89,1000000,310622,'31/08/2018',,'19/06/2020',VIGENTE
208,BARRANCABERMEJA,EL PALMAR,BARRANCABERMEJA,CUATRO,LOCAL,25,1288800,310622,'31/08/2018',,'27/11/2014',INACTIVO
209,BARRANCABERMEJA,URIBE URIBE,BARRANCABERMEJA,SEIS,APARTAMENTO,90,400000,0,'31/08/2018',,'15/06/2017',VIGENTE
210,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CINCO,APARTAMENTO,25,1000000,193000,'31/08/2018',,'25/02/2020',VIGENTE
211,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CINCO,LOCAL,18,780800,193000,'31/08/2018',,'06/07/2017',INACTIVO
212,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,LOCAL,21,563460,158000,'31/08/2018',,'17/07/2017',VIGENTE
213,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,CASA,55,621604,210000,'31/08/2018',,'09/09/2017',INACTIVO
214,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,CASA,89,827470,210000,'31/08/2018',,'05/02/2019',VIGENTE
215,BARRANCABERMEJA,SECTOR COMERCIAL,BARRANCABERMEJA,,LOCAL,21,842640,351150,'31/08/2018',,'15/09/2017',VIGENTE
216,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,,APARTAMENTO,64,500000,168000,'31/08/2018',,'19/11/2019',INACTIVO
217,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,,LOCAL,26,302130,168000,'31/08/2018',,'01/11/2017',INACTIVO
218,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,,LOCAL,19,1060300,110000,'31/08/2018',,'30/01/2018',VIGENTE
219,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,CASA,30,520450,0,'31/08/2018',,'22/11/2017',INACTIVO
220,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,,CASA,77,696160,0,'31/08/2018',,'30/01/2018',VIGENTE
221,BARRANCABERMEJA,COLOMBIA,BARRANCABERMEJA,,APARTAMENTO,64,428400,127300,'25/07/2018',,'28/07/2018',VIGENTE
222,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CINCO,LOCAL,14,811820,192000,'31/08/2018',,'03/03/2018',VIGENTE
223,BARRANCABERMEJA,EL RECREO,BARRANCABERMEJA,CUATRO,LOCAL,20,554500,95500,'31/08/2018',,'13/03/2018',INACTIVO
224,BARRANCABERMEJA,PARNASO,BARRANCABERMEJA,CINCO,LOCAL,27,2302660,666000,'31/08/2018',,'06/03/2018',VIGENTE
225,BARRANCABERMEJA,BUENOS AIRES,BARRANCABERMEJA,SEIS,LOCAL,27,847000,0,'31/08/2018',,'17/04/2018',INACTIVO
226,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CINCO,CASA,71,767578,292000,'31/08/2018',,'03/04/2018',INACTIVO
227,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CINCO,APARTAMENTO,61,822080,292000,'31/08/2018',,'18/10/2018',VIGENTE
228,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,CINCO,CASA,61,839640,275000,'31/08/2018',,'02/05/2018',VIGENTE
229,BARRANCABERMEJA,TORCOROMA,BARRANCABERMEJA,CINCO,CASA,70,646093,196000,'31/08/2018',,'10/05/2018',VIGENTE
230,BARRANCABERMEJA,SECTOR COMERCIAL,BARRANCABERMEJA,SEIS,LOCAL,26,1108250,242460,'31/05/2018',,'05/03/2018',INACTIVO
231,BARRANCABERMEJA,PALMIRA,BARRANCABERMEJA,TRES,APARTAMENTO,60,1071000,0,'07/02/2018',,'27/10/2018',INACTIVO
232,BUCARAMANGA,EL TEJAR,BUCARAMANGA,CINCO,APARTAMENTO,44,1453200,240000,'18/08/2018',,'25/10/2019',VIGENTE
233,BUCARAMANGA,EL TEJAR,BUCARAMANGA,CINCO,APARTAMENTO,100,1400000,240000,'18/08/2018',,'01/09/2018',INACTIVO
234,BUCARAMANGA,CAMPOHERMOSO,BUCARAMANGA,TRES,CASA,97,773850,164200,'22/08/2018',,'11/09/2018',VIGENTE
235,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,28,761600,240000,'08/09/2018',,'19/02/2019',INACTIVO
236,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,APARTAMENTO,20,910350,173000,'13/09/2018',,'07/11/2018',VIGENTE
237,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,LOCAL,10,910350,190000,'13/09/2018',,'20/11/2018',VIGENTE
238,BUCARAMANGA,MUTUALIDAD,BUCARAMANGA,CUATRO,CASA,54,882300,174000,'13/09/2018',,'30/01/2019',INACTIVO
239,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,APARTAMENTO,77,1071000,293000,'20/09/2018',,'24/11/2018',VIGENTE
240,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,16,1031800,309000,'21/09/2018',,'25/10/2018',VIGENTE
241,BUCARAMANGA,GAITAN,BUCARAMANGA,SEIS,LOCAL,15,3185400,0,'26/09/2018',,'13/10/2018',VIGENTE
242,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,SEIS,LOCAL,30,1050000,0,'26/09/2018',,'14/11/2018',INACTIVO
243,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,APARTAMENTO,93,1245600,324000,'29/09/2018',,'07/09/2019',INACTIVO
244,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,APARTAMENTO,75,642600,160000,'03/10/2018',,'13/10/2018',VIGENTE
245,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,52,749700,85000,'12/10/2018',,'23/10/2018',VIGENTE
246,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,46,1300000,313400,'16/10/2018',,'19/10/2018',INACTIVO
247,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,CUATRO,CASA,94,726600,178000,'23/10/2018',,'30/01/2019',INACTIVO
248,BUCARAMANGA,LOS PINOS,BUCARAMANGA,CUATRO,LOCAL,14,1178100,316000,'26/10/2018',,'17/12/2018',VIGENTE
249,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,20,900000,335000,'26/10/2018',,'30/08/2019',VIGENTE
250,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,COMERCIAL,APARTAMENTO,58,1958400,377100,'31/10/2018',,'15/07/2019',VIGENTE
251,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,APARTAMENTO,91,1499410,306000,'08/11/2018',,'30/11/2018',VIGENTE
252,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,72,1285210,215000,'10/11/2018',,'29/11/2018',VIGENTE
253,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,37,1071000,273000,'10/11/2018',,'29/11/2018',VIGENTE
254,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,61,807000,113000,'10/12/2018',,'16/12/2020',VIGENTE
255,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,21,900000,113000,'10/12/2018',,'30/01/2019',INACTIVO
256,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,LOCAL,10,830400,255000,'10/12/2018','17/07/2019','19/10/2019',VIGENTE
257,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,CUATRO,CASA,61,1100000,230000,'16/11/2018',,'14/01/2019',VIGENTE
258,BUCARAMANGA,CENTRO,BUCARAMANGA,TRES,CASA,35,674700,144000,'19/11/2018',,'16/03/2019',VIGENTE
259,BUCARAMANGA,LA UNIVERSIDAD,BUCARAMANGA,CUATRO,LOCAL,11,467100,130000,'20/11/2018',,'30/01/2019',VIGENTE
260,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,LOCAL,25,1038000,0,'17/12/2018',,'16/03/2019',INACTIVO
261,BUCARAMANGA,VIVEROS DE PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,59,700000,152800,'24/11/2018',,'23/02/2019',INACTIVO
262,BUCARAMANGA,LAS DELICIAS,BUCARAMANGA,SEIS,APARTAMENTO,80,300000,14000,'29/11/2018',,'23/03/2019',INACTIVO
263,BUCARAMANGA,GARCIA ROVIRA,BUCARAMANGA,TRES,LOCAL,28,440000,0,'27/12/2018',,'28/02/2019',VIGENTE
264,BUCARAMANGA,CAÑAVERA,FLORIDABLANCA,TRES,CASA,44,809640,185000,'28/12/2018',,'24/01/2019',INACTIVO
265,BUCARAMANGA,LOS PINOS,BUCARAMANGA,CINCO,CASA,76,1816500,0,'29/12/2018',,'25/05/2019',VIGENTE
266,BUCARAMANGA,BOLIVAR,BUCARAMANGA,COMERCIAL,APARTAMENTO,66,3114000,182800,'02/01/2019','15/01/2019','10/05/2019',VIGENTE
267,BUCARAMANGA,TEJAR MODERNO,BUCARAMANGA,TRES,APARTAMENTO,76,768120,174000,'04/02/2019',,'30/05/2019',VIGENTE
268,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,CINCO,LOCAL,28,1500000,0,'04/01/2019',,'27/11/2020',VIGENTE
269,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,CINCO,LOCAL,17,1700000,0,'04/01/2019',,'16/05/2019',INACTIVO
270,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,CINCO,LOCAL,26,1700000,0,'04/01/2019',,'16/05/2019',INACTIVO
271,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,SEIS,CASA,44,1207102,292898,'30/11/2018',,'03/12/2020',PRE
272,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,APARTAMENTO,61,850000,222000,'03/12/2018','19/02/2020','22/02/2020',VIGENTE
273,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,SEIS,LOCAL,30,544000,0,'04/12/2018',,'19/12/2019',VIGENTE
274,BUCARAMANGA,LA AURORA,BUCARAMANGA,CUATRO,LOCAL,14,870000,275000,'06/07/2018',,'24/10/2020',VIGENTE
275,BUCARAMANGA,LA AURORA,BUCARAMANGA,CUATRO,CASA,92,882300,275000,'06/07/2018',,'26/01/2019',INACTIVO
276,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,27,830400,152000,'07/07/2018',,'20/02/2019',VIGENTE
277,BUCARAMANGA,ABADIAS,FLORIDABLANCA,CINCO,CASA,79,680000,192000,'10/07/2018',,'10/07/2020',VIGENTE
278,BUCARAMANGA,ABADIAS,FLORIDABLANCA,CINCO,LOCAL,27,773850,192000,'10/07/2018',,'29/09/2018',INACTIVO
279,BUCARAMANGA,NUEVO SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,79,589050,117000,'13/07/2018',,'09/08/2018',VIGENTE
280,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,CASA,59,500000,136000,'03/08/2018',,'16/09/2020',VIGENTE
281,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,LOCAL,21,505580,136000,'03/08/2018',,'30/11/2018',INACTIVO
282,BUCARAMANGA,GRANJAS DE PROVENZA,BUCARAMANGA,CUATRO,LOCAL,22,728280,149000,'03/08/2018',,'10/11/2018',VIGENTE
283,BUCARAMANGA,ALARCON,BUCARAMANGA,CUATRO,LOCAL,11,642600,166000,'29/08/2018',,'11/09/2018',VIGENTE
284,BUCARAMANGA,EL PRADO,BUCARAMANGA,SEIS,LOCAL,12,1571220,332000,'29/08/2018',,'19/12/2018',VIGENTE
285,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,LOCAL,27,570000,0,'17/07/2018',,'06/06/2019',VIGENTE
286,BUCARAMANGA,LA VICTORIA,BUCARAMANGA,CUATRO,CASA,89,630000,0,'17/07/2018',,'30/07/2018',INACTIVO
287,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,APARTAMENTO,24,514000,236000,'19/07/2018',,'30/08/2018',VIGENTE
288,BUCARAMANGA,TERRAZAS,BUCARAMANGA,CUATRO,CASA,30,1857240,0,'19/07/2018',,'20/10/2018',VIGENTE
289,BUCARAMANGA,SAN MARTIN,BUCARAMANGA,TRES,LOCAL,11,677810,159000,'19/07/2018',,'16/01/2019',VIGENTE
290,BUCARAMANGA,CAMPOHERMOSO,BUCARAMANGA,SEIS,CASA,38,800000,25200,'08/08/2018',,'01/07/2020',VIGENTE
291,BUCARAMANGA,CAMPOHERMOSO,BUCARAMANGA,SEIS,APARTAMENTO,72,560000,25200,'08/08/2018',,'21/05/2019',INACTIVO
292,BUCARAMANGA,CAMPOHERMOSO,BUCARAMANGA,SEIS,CASA,70,949170,37200,'08/08/2018',,'19/10/2018',VIGENTE
293,BUCARAMANGA,SAN FRANCISCO,BUCARAMANGA,TRES,LOCAL,18,619080,149000,'19/07/2018',,'23/11/2018',VIGENTE
294,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,SEIS,LOCAL,12,1079530,313400,'25/07/2018',,'28/07/2018',VIGENTE
295,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,38,2225600,0,'26/07/2018',,'30/07/2018',INACTIVO
296,BUCARAMANGA,TAJAMAR,BUCARAMANGA,CUATRO,LOCAL,10,771120,250000,'11/08/2018',,'01/12/2018',VIGENTE
297,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,CASA,99,963909,0,'02/01/2009',,'28/02/2018',VIGENTE
298,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,CASA,100,797940,0,'02/01/2009',,'17/01/2009',INACTIVO
299,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,LOCAL,24,1106780,0,'02/01/2009',,'29/03/2014',INACTIVO
300,BUCARAMANGA,ASTURIAS,BUCARAMANGA,TRES,LOCAL,17,533850,0,'04/04/2009',,'05/03/2015',INACTIVO
301,BUCARAMANGA,ASTURIAS,BUCARAMANGA,TRES,LOCAL,23,535500,0,'04/04/2009',,'21/08/2018',VIGENTE
302,BUCARAMANGA,ASTURIAS,BUCARAMANGA,TRES,APARTAMENTO,39,587640,0,'04/04/2009',,'01/03/2016',INACTIVO
303,BUCARAMANGA,ASTURIAS,BUCARAMANGA,TRES,CASA,80,410370,0,'04/04/2009',,'16/05/2009',INACTIVO
304,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,CASA,81,1689640,0,'04/02/2008',,'01/02/2008',VIGENTE
305,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,62,959730,80000,'07/02/2008',,'01/02/2015',INACTIVO
306,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,APARTAMENTO,58,820740,80000,'07/02/2008',,'07/03/2009',INACTIVO
307,BUCARAMANGA,SAN ALONSO,BUCARAMANGA,CUATRO,LOCAL,28,1059080,80000,'07/02/2008',,'09/06/2017',VIGENTE
308,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,91,929827,61000,'09/02/2008',,'21/12/2010',VIGENTE
309,BUCARAMANGA,SAN PIO,BUCARAMANGA,SEIS,CASA,72,5355004,0,'11/07/2008',,'09/12/2008',VIGENTE
310,BUCARAMANGA,SAN PIO,BUCARAMANGA,SEIS,CASA,65,3576360,0,'11/07/2008',,'09/12/2008',INACTIVO
311,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,80,1189890,426150,'25/07/2008',,'23/06/2009',VIGENTE
312,BUCARAMANGA,MODELO,BUCARAMANGA,SEIS,APARTAMENTO,37,2882730,0,'07/01/2009',,'16/07/2011',INACTIVO
313,BUCARAMANGA,MODELO,BUCARAMANGA,SEIS,APARTAMENTO,99,2065870,0,'07/01/2009',,'16/07/2011',INACTIVO
314,BUCARAMANGA,MODELO,BUCARAMANGA,SEIS,APARTAMENTO,63,3322500,0,'07/01/2009',,'16/10/2016',INACTIVO
315,BUCARAMANGA,MODELO,BUCARAMANGA,SEIS,LOCAL,18,1579880,0,'07/01/2009',,'11/02/2009',INACTIVO
316,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,92,700250,199700,'13/04/2009',,'14/08/2010',VIGENTE
317,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,LOCAL,15,778500,124000,'15/04/2009',,'12/02/2019',VIGENTE
318,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,CASA,79,545800,124000,'15/04/2009',,'23/05/2009',INACTIVO
319,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,APARTAMENTO,22,822690,124000,'15/04/2009',,'03/09/2015',INACTIVO
320,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,LOCAL,19,678780,124000,'15/04/2009',,'18/08/2012',INACTIVO
321,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,CASA,32,1141800,385000,'16/04/2009',,'11/10/2019',VIGENTE
322,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,27,1458190,385000,'16/04/2009',,'18/07/2009',INACTIVO
323,BUCARAMANGA,DIAMANTE II,BUCARAMANGA,CUATRO,LOCAL,27,485000,175000,'16/04/2009',,'08/09/2020',VIGENTE
324,BUCARAMANGA,DIAMANTE II,BUCARAMANGA,CUATRO,CASA,80,570000,175000,'16/04/2009',,'18/04/2019',INACTIVO
325,BUCARAMANGA,DIAMANTE II,BUCARAMANGA,CUATRO,CASA,22,550000,175000,'16/04/2009',,'28/02/2018',INACTIVO
326,BUCARAMANGA,DIAMANTE II,BUCARAMANGA,CUATRO,CASA,75,733920,175000,'16/04/2009',,'30/07/2015',INACTIVO
327,BUCARAMANGA,DIAMANTE II,BUCARAMANGA,CUATRO,CASA,55,437200,175000,'16/04/2009',,'24/04/2009',INACTIVO
328,BUCARAMANGA,LA AURORA,BUCARAMANGA,CUATRO,LOCAL,30,643130,124000,'25/07/2008',,'15/12/2011',INACTIVO
329,BUCARAMANGA,LA AURORA,BUCARAMANGA,CUATRO,CASA,88,846180,124000,'25/07/2008',,'12/07/2013',INACTIVO
330,BUCARAMANGA,LA AURORA,BUCARAMANGA,CUATRO,CASA,97,578780,124000,'25/07/2008',,'24/10/2009',INACTIVO
331,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,LOCAL,12,539760,275000,'29/07/2008',,'26/01/2019',VIGENTE
332,BUCARAMANGA,MEJORAS PUBLICAS,BUCARAMANGA,CUATRO,CASA,64,971930,275000,'29/07/2008',,'02/08/2008',INACTIVO
333,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,APARTAMENTO,83,410000,0,'31/07/2008',,'30/05/2016',INACTIVO
334,BUCARAMANGA,UNIVERSIDAD,BUCARAMANGA,CUATRO,LOCAL,17,389630,0,'31/07/2008',,'15/04/2013',INACTIVO
335,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,CASA,79,738750,0,'14/01/2009',,'26/07/2011',VIGENTE
336,BUCARAMANGA,EL PRADO,BUCARAMANGA,CUATRO,LOCAL,16,865380,0,'14/01/2009',,'23/02/2009',INACTIVO
337,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,20,941770,153000,'23/04/2009',,'24/08/2012',INACTIVO
338,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,28,891230,153000,'23/04/2009',,'24/08/2012',INACTIVO
339,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,12,1002070,153000,'23/04/2009',,'06/02/2016',VIGENTE
340,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,76,800000,153000,'23/04/2009',,'08/07/2011',INACTIVO
341,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,68,736630,153000,'23/04/2009',,'22/05/2009',INACTIVO
342,BUCARAMANGA,PROVENZA,BUCARAMANGA,CUATRO,CASA,38,857750,0,'16/02/2008','16/01/2019','17/08/2010',INACTIVO
343,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,LOCAL,22,927670,304000,'16/02/2008',,'01/05/2010',INACTIVO
344,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,APARTAMENTO,91,898880,304000,'16/02/2008',,'20/10/2016',INACTIVO
345,BUCARAMANGA,SOTOMAYOR,BUCARAMANGA,CUATRO,CASA,38,963900,304000,'16/02/2008',,'22/03/2018',VIGENTE
346,BUCARAMANGA,TAJAMAR,BUCARAMANGA,CUATRO,CASA,51,954500,271000,'26/02/2008',,'24/01/2013',INACTIVO
347,BUCARAMANGA,TAJAMAR,BUCARAMANGA,CUATRO,APARTAMENTO,84,1003330,271000,'26/02/2008',,'30/11/2017',VIGENTE
348,BUCARAMANGA,TAJAMAR,BUCARAMANGA,CUATRO,LOCAL,16,749130,271000,'26/02/2008',,'15/05/2010',INACTIVO
349,BUCARAMANGA,CABECERA DEL LLANO,BUCARAMANGA,SEIS,LOCAL,18,2261420,506000,'31/07/2008',,'26/08/2011',INACTIVO
350,BUCARAMANGA,ANTONIA SANTOS,BUCARAMANGA,CUATRO,APARTAMENTO,36,788880,250200,'15/01/2009',,'01/02/2009',VIGENTE
351,BUCARAMANGA,CONUCOS,BUCARAMANGA,,APARTAMENTO,41,770000,287000,'28/04/2009','09/07/2020','30/11/2020',VIGENTE
352,BUCARAMANGA,CONUCOS,BUCARAMANGA,,CASA,22,700000,287000,'28/04/2009','09/07/2020','13/08/2014',INACTIVO
353,BUCARAMANGA,CONUCOS,BUCARAMANGA,,CASA,34,635860,287000,'28/04/2009','09/07/2020','18/12/2010',INACTIVO
354,BUCARAMANGA,CONUCOS,BUCARAMANGA,,CASA,58,778500,287000,'28/04/2009','09/07/2020','28/01/2017',INACTIVO
355,BUCARAMANGA,CONUCOS,BUCARAMANGA,,CASA,59,747390,287000,'28/04/2009','09/07/2020','30/12/2015',INACTIVO
356,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,,LOCAL,27,850000,145000,'28/04/2009',,'02/06/2020',VIGENTE
357,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,,LOCAL,12,928620,145000,'28/04/2009',,'17/02/2018',INACTIVO
358,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,,APARTAMENTO,35,918710,145000,'28/04/2009',,'28/10/2013',INACTIVO
359,BUCARAMANGA,CIUDADELA REAL DE MINAS,BUCARAMANGA,,APARTAMENTO,35,717080,145000,'28/04/2009',,'15/09/2012',INACTIVO
